Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
Dr. Brandt Skincare,Xtend Your Youth A3 Power Foaming Cleanser,['A refreshing cleanser enriched with luxurious mandarin orange oil and antioxidants that leave the skin revitalized after every use.  '],['- Dryness'],"[' Transforming from a liquid to a rich foam', ' the exclusive tri-blend of antioxidants', ' green tea', ' white tea', ' and grape seed extract provides your skin with hours of protection against free radicals while dissolving away stubborn makeup and impurities.']","['-Green Tea, White Tea, and Grape Seed Extract: Protects against free radical damage.', '-Wheat Amino Acids, Glycerin, and Phospholipids: Moisturize and help protect skin from drying.', '-Mandarin Orange Oil: Provides a refreshing and revitalizing sensation.', '', 'Water, Sodium Cocoyl Wheat Amino Acids, Cocamidopropyl Betaine, Glycerin, Butylene Glycol, Polysorbate 20, Caprylyl Glycol, Phenoxyethanol, Gluconolactone, Citrus Nobilis (Mandarin Orange) Peel Oil, Hexylene Glycol, Vitis Vinifera (Grape) Seed Exract, Camellia Sinensis Leaf Extract, Phospholipids, Vitis Vinifera (Grape) Seed Oil, Carbomer.']",https://www.sephora.com/product/xtend-your-youth-a3-power-foaming-cleanser-P410729?icid2=products%20grid:p410729:product
REN Clean Skincare,Clarimatte™ Invisible Pores Detox Mask,"['A clay mask for all skin types', ' especially combination skin.']",[],[],"['Lavendula Angustifolia (Lavender) Flower Water, Kaolin (French Clay), Cetearyl Alcohol (Source Coconut oil), Cetearyl Glucoside ( Source Corn), Spirulina Platensis Powder, Lactic Acid (Source Wheat), Sodium Hydroxymethylglycinate (Source Amino Acid), Phenoxyethanol (Source Aromatic Ether), Lavandula Angustifolia (Lavender) Oil, Callitris Intratropica (Blue Cypress) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Limonene, Linalool.']",https://www.sephora.com/product/pore-minimising-detox-mask-P174633?icid2=products%20grid:p174633:product
Dr. Dennis Gross Skincare,Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40,"['An illuminating', ' color-correcting and skin-blending tinted moisturizer that provides a flawless complexion while defending skin against harmful free radicals and UVA/UVB rays with broad-spectrum SPF 40 protection. ']",['- Dullness and uneven texture- Uneven skin tone- Redness'],"[' Color correct', ' hydrate', ' and cover up in one easy step.  This color correcting', ' tinted hydrator contains all-physical broad-spectrum protection in SPF 40', ' available in two blendable shades for all skin types. This innovative three-in-one formula is designed to give your complexion an immediate dewy glow', ' while its intelligent color correcting complex helps cover and correct the look of imperfections such as redness and discolorations for instant radiance. Get these incredible benefits while protecting your skin from harmful UV rays. ']","['-Titanium Dioxide', '-Zinc Oxide', '', 'Water, Glycerin, Butylene Glycol, Isononyl Isononanoate, Pentylene Glycol, Carthamus Tinctorius (Safflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, C12-15 Alkyl Benzoate, Coconut Alkanes, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ascorbyl Glucoside, Melatonin, Tetrahexyldecyl Ascorbate, Tocopherol, Tocopheryl Acetate, Nordihydroguaiaretic Acid, Sodium Hyaluronate, Palmitoyl Tripeptide-38, Echium Plantagineum Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Boerhavia Diffusa Root Extract, Phospholipids, Sphingolipids, Saccharide Isomerate, Citrus Aurantium Dulcis (Orange) Flower Extract, Glycolic Acid, Sodium PCA, Oleanolic Acid, PEG-60 Almond Glycerides, Hydrogenated Lecithin, Acrylates/Carbamate Copolymer, Bis-Ethylhexyl Hydroxydimethoxy Benzylmalonate, Coco-Caprylate/Caprate, Aluminum Hydroxide, Xanthan Gum, Citric Acid, Disodium EDTA, Hydroxypropyl Cyclodextrin, Sodium Citrate, Caprylyl Glycol, Isohexadecane, Polyhydroxystearic Acid, Sodium Hydroxide, Tromethamine, BHT, Polysorbate 60, Carbomer, Isopropyl Titanium Triisostearate, Sorbitan Isostearate, Stearic Acid, Benzyl Alcohol, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Citrus Aurantium Dulcis (Orange) Oil, [+/- (May Contain): Titanium Dioxide (CI 77891), Mica (CI 77019), Iron Oxides (CI 77491, CI 77492, CI 77499)].']",https://www.sephora.com/product/instant-radiance-sun-defense-sunscreen-broad-spectrum-spf-40-P409706?icid2=products%20grid:p409706:product
Dr. Brandt Skincare,Antioxidant Water Booster Triple Power Ingestible Water Supplement,"['A gluten-free', ' ingestible', ' detoxifying supplement formulated to rejuvenate the skin by boosting the body’s natural defense against the aging effects of free radicals from the inside out.']",['- Free radical damage- Damage caused by pollution- Premature signs of skin aging'],"[' This ingestible supplement is formulated with an antioxidant powerhouse trio of green tea', ' white tea', ' and grape seed extract designed to fight the destructive effects of free radicals from within', ' helping to keep the complexion rejuvenated and restored.* Studies have shown that green tea', ' white tea', ' and grapeseed contain among others', ' the polyphenol EGCG (Epigallocatechin gallate)', ' the strongest of any known form of anti-oxidants. EGCG is more than 100 times as effective at neutralizing free radicals as vitamin C and 25 times more powerful than vitamin E*. Dr. Brandt’s signature antioxidant blend is also combined with maqui berry extract', ' a superfruit with the highest known ORAC (Oxygen Radical Absorbance Capacity)', ' and goji berry extract', ' rich in anti-oxidants', ' vitamins', ' nutrients', ' and amino acids. These clarifying agents help support the body’s natural defenses against aging free radicals. Each dropper full is equivalent to the polyphenol content of 15 cups of green tea. With a light', ' tea-like taste', ' the drops can be added to your favorite beverage or meal from water and smoothies to oatmeal and salads for a daily boost*. ']","['-Dr. Brandt’s signature anti-oxidant blend (Green Tea, White Tea, and Grape Seed): Neutralizes the effects of free radicals with a polyphenol power equivalent to 15 cups of green tea.', '-Maqui Berry Extract: Helps the body fight the effects of free radicals.*', '-Goji Berry Extract: Rich in antioxidants, vitamins, nutrients and amino acids, contains powerful detoxifying agents that help the body fight the effects of free radicals.*', '', '*These statements have not been evaluated by the FDA. This product is not intended to diagnose, treat, cure, or prevent any disease.']",https://www.sephora.com/product/antioxidant-water-booster-triple-power-ingestible-water-supplement-P427395?icid2=products%20grid:p427395:product
REN Clean Skincare,Atlantic Kelp and Microalgae Anti-Fatigue Toning Body Oil,['A richly moisturizing body formulated with magnesium-rich kelp extract and nourishing omega 6 and 9 microalgae oil.   '],['- Dryness- Loss of firmness and elasticity- Dullness and uneven texture'],[],"['-Omega 6 and 9: Visibly reduce wrinkles and increase suppleness.', '-Tocopherols and Tocotrienols: Natural forms of vitamin E, a strong antioxidant.', '-Sterols: Help protect and restore skin health, and have anti-cellulite active.', '', 'Vitis Vinifera (Grape) Seed Oil, Triolein (Microalgae Oil), Caprylic/Capric Triglyceride, Shea Butter Ethyl Esters, Olus Oil, Parfum* (Fragrance), Pelargonium Graveolens (Geranium) Oil, Tocopherol, Salvia Sclarea (Clary Sage) Extract, Cupressus Sempervirens (Cypress) Leaf/Stem Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Gelidium Cartilagineum Extract, Phytosterols, Camelina Sativa Seed Oil, Laminaria Digitata Extract, Helianthus Annuus (Sunflower) Seed Oil, Plankton Extract, Citric Acid, Citronellol, Geraniol, Limonene, Linalool.']",https://www.sephora.com/product/atlantic-kelp-microalgae-anti-fatigue-toning-body-oil-P432661?icid2=products%20grid:p432661:product
REN Clean Skincare,Moroccan Rose Otto Ultra-Moisture Body Oil,"['A rose-infused body oil formulated to intensely replenish the skin', ' lock in moisture', ' and give skin a healthy', ' youthful glow.']",[],[],"['-Ceramides from Carthame Oil, Phospholipids from Soybean, Essential Fatty Acids from Sabuckthorn Berry Oil, and Argan Oil: Help to restore softness, elasticity, and comfort.', '-Tocotrienols from Cranberry Seed Oil: Protect the skin against oxidative damage and premature aging.', '', 'Caprylic/Capric Triglyceride, Oryza Sativa (Rice) Germ Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Macademia Ternifolia Seed Oil, Rosa Canina Fruit Oil, Argania Spinosa Kernel Oil, Parfum* (Fragrance), Rosa Damascena Flower Oil, Cymbopogon Martini Oil, Pelargonium Graveolens Flower Oil, Geraniol, Linalool, Citronellol, Benzyl Benzoate, Eugenol, Citral, Isoeugenol, Farnesol, Benzyl Cinnamate, Limonene, Glycine Soja (Soybean) Lipid, Oryzanol, Vaccinium Macrocarpon (Cranberry) Seed Oil, Hippophae Rhamnoides Fruit Extract, Safflower Glyceride/ Palm Oil Aminopropanediol Esters, Tocopherol.', '*100% Natural fragrance.']",https://www.sephora.com/product/morroccan-rose-otto-ultra-moisture-body-oil-P378013?icid2=products%20grid:p378013:product
Dr. Brandt Skincare,MAGNETIGHT™ Age-Defier Mask Bundle,['A trio of bestselling formulas to create younger-looking skin.'],['- Fine lines and wrinkles- Dullness and uneven texture- Dryness'],"["" Create a perfectly ageless look. Start with PoreDermabrasion Pore Perfecting Exfoliator to exfoliate and smooth skin's texture. Follow with MAGNETIGHT"", ' an antiaging', ' iron-infused mask and magnet removal tool that work together to refine', ' purify', ' and brighten the look of skin. Finish with Pores No More Pore Refiner Primer to mattify shine', ' visibly blur lines and pores', ' and prep skin for makeup application.', 'This set contains:', '- 0.25 oz/ 7.5 mL PoreDermabrasion Pore Perfecting Exfoliator- 3 oz MAGNETIGHT Age-Defier™- 0.25 oz/ 7.5 mL Pores No More Pore Refiner Primer']","['PoreDermabrasion Pore Perfecting Exfoliator:', 'Water, Alumina, Glycerin, Butylene Glycol, Lactobacillus Ferment, Carica Papaya (Papaya) Fruit Extract, Carbomer, Methyl Gluceth-20, Lens Esculenta (Lentil) Fruit Extract, Microcitrus Australasica Fruit Extract, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Amyris Balsamifera Bark Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Jasminum Officinale (Jasmine) Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Limon (Lemon) Peel Oil, Mentha Piperita (Peppermint) Oil, Rosa Damascena Flower Oil, Caprylic/Capric Triglyceride, Allantoin, Xanthan Gum, Sodium Hyaluronate, Salicylic Acid, Methyl Methacrylate Crosspolymer, Alcohol Denat., Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Ethylhexylglycerin, Iron Oxide (Ci 77491), Sodium Oxide.', '', 'MAGNETIGHT Age-Defier™:', 'Iron Powder, Dimethicone, Polysilicone-11, Nylon-12, C12-15 Alkyl Benzoate, Silica, Tribehenin, Polymethylsilsesquioxane, Peg-10 Dimethicone, Polysorbate 40, Hdi/Trimethylol Hexyllactone Crosspolymer, Ceramide Ng, Peg-10 Phytosterol, Tourmaline, Lavandula Angustifolia (Lavender) Oil, Isohexadecane, Ammonium Polyacryloyldimethyl Taurate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Palmitoyl Hexapeptide-12, Pelargonium Graveolens (Geranium) Flower Oil, Dimethylmethoxy Chromanol, Anthemis Nobilis (Chamomile) Flower Oil, Limonene, Linalool, Citronellol, Geraniol.', '', 'Pores No More Pore Refiner Primer:', 'Cyclopentasiloxane, Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Lauryl Peg/Ppg-18/18 Methicone, Peg/Ppg-18/18 Dimethicone, Cyclotetrasiloxane, Magnesium Silicate, Calcium Aluminum Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Linum Usitatissimum (Linseed) Seed Extract, Dimethyl Oxobenzo Dioxasilane, Ethylhexyl Palmitate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil, Silica Dimethyl Silylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Propylene Glycol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).']",https://www.sephora.com/product/magnetight-age-defier-bundle-P416401?icid2=products%20grid:p416401:product
REN Clean Skincare,Moroccan Rose Otto Body Lotion,['An easily absorbed body cream that will leave skin optimally hydrated.'],[],[],"['-Rose Otto Oil Moroccan Rose: Hydrates, reduces inflammation, relieves stress, and soothes.', '-Caryophyllene Nepalese Palmarosa: Nourishes.', '-Geranium Extract Geranium Oil: Hydrates and soothes.', '-Essential Fatty Acids and Rosehip Seed Oil: Help to retain moisture levels by boosting lipid content.', '', 'Rosa Damascena Flower Water, Oleyl Alcohol, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Cetearyl Glucoside, Rosa Canina Fruit Oil, Butyrospermum Parkii Shea Butter , Myristyl Myristate, Triheptanoin, Lauryl Laurate, Glycerin, Oryzanol, Phenoxyethanol, Fragrance*, Rosa Damascena Flower Oil, Pelargonium Graveolens Flower Oil, Cymbopogon Martini Oil, Geraniol, Linalool, Citronellol, Benzyl Benzoate, Eugenol, Sodium Hydroxymethylglycinate, Carbomer, Lactic Acid, Tocopherol.', '*100% Natural fragrance.']",https://www.sephora.com/product/moroccan-rose-otto-body-lotion-P378014?icid2=products%20grid:p378014:product
REN Clean Skincare,Perfect Canvas Skin Finishing Serum Limited Edition,"['A silicone-free', ' serum-to-primer formula that smooths', ' reduces the appearance of pore size', ' and naturally primes skin.']",['- Pores- Dryness- Fine lines and wrinkles'],[],"['-Agave Tequilana Extract: Provides a priming effect and mattifies without the use of silicone.', '-Probiotics Extract: Supports overall skin health and structure.', '-Hyluronans and Glucans: Coverts to hyaluronic acid in the skin to support natural skin hydration and elasticity, and aid in reducing the appearance of wrinkle depth.', '-Glucans: Support skin health to keep it balanced.', '', 'Water, Lactococcus Ferment Lysate, Glycerin, Maltose, Caprylyl/Capryl Glucoside, Alpha-Glucan Oligosaccharide, Agave Tequilana Leaf Extract, Xanthan Gum, Fragrance*, Sodium Hyaluronate, Sodium Benzoate, Phenoxyethanol, Citric Acid, Lactic Acid, Sodium Chloride, Glucose, Limonene, Linalool*.', '', '*100% Natural Fragrance. 100% Natural.']",https://www.sephora.com/product/perfect-canvas-skin-finishing-serum-limited-edition-P437231?icid2=products%20grid:p437231:product
Dr. Brandt Skincare,Xtend Your Youth Eye Cream,"[' An antioxidant eye cream that protects', ' hydrates', ' and smooths the eye area.   ']",[],[],"['-Green Tea, White Tea, Grape Seed Antioxidant Tri-Blend: Provides 900 percent more potent antioxidant protection than commercial teas for all-day protection against free radicals and skin aggressors.', '-Red Rose Wine: Offers antioxidant protection.', '-Vitamin C: Helps diminish the look of lines and wrinkles.', '', 'Water, Glyceryl Stearate, Peg-100 Stearate, Isopropyl Palmitate, Squalane, Phenyl Trimethicone, Rice Bran Oil, Camellia Oleifera Leaf Extract, Cyclopentasiloxane, Cetyl Alcohol, Peg-40 Stearate, Sorbitan Stearate, Glycosaminoglycans, Cetyl Phosphate, Butylene Glycol, Carob Gum, Phenoxyethanol, Hydrogenated Castor Oil, Sodium Hyaluronate, Peg-20 Methyl Glucose Sesquistearate, Cholesterol, Corn Starch, Silica, Triethanolamine, Magnesium Aluminum Silicate, Willow Bark Extract, Ahnfeltia Concinna Extract, Simethicone, Hydroxyethylcellulose, Disodium Edta, Osmanthus Fragrans Flower Extract, Propanediol, Ethylhexylglycerin, Hydrolyzed Casein, Xanthan Gum, Aloe Vera Leaf Powder, Bis-Diglyceryl Polyacyladipate-2, Geranium Maculatum Oil, Grape Seed Oil, Rose Extract, Grape Seed Extract, Bht, Camellia Sinensis Leaf Extract, Phospholipids, Lecithin, Ascorbic Acid, Tocopheryl Acetate, Wine Extract, Sucrose, Mineral Salts, 1,2-Hexanediol, Carbomer.']",https://www.sephora.com/product/xtend-your-youth-eye-cream-P383056?icid2=products%20grid:p383056:product
REN Clean Skincare,Atlantic Kelp and Magnesium Anti-Fatigue Body Wash - 100% Recycled Plastic,"[' An award-winning', ' invigorating body wash in the new 100 percent recycled plastic bottle containing 20 percent reclaimed plastic found in our oceans.']",['- Dryness- Dullness and uneven texture'],[],"[""-Atlantic Kelp Extract: Boosts skin's vitality."", ""-Magnesium: Boosts skin's luminosity."", '-Plankton Extract: De-stresses and protects skin.', '', 'Water, Glycerin, Isononyl Isononanoate, Lauryl Laurate, Oleyl Alcohol, Triheptanoin, Cetearyl Alcohol, Hydroxystearyl Alcohol, Arachidyl Alcohol, Olus Oil, Shea Butter Ethyl Esters, Helianthus Annuus (Sunflower) Seed Oil, Behenyl Alcohol, Hydroxyacetophenone, Carbomer, Arachidyl Glucoside, Hydroxystearyl Glucoside, Magnesium Pca, Xanthan Gum, Rosmarinus Officinalis (Rosemary) Leaf Oil, Inulin Lauryl Carbamate, Pelargonium Graveolens Geranium Oil, Salvia Sclarea (Clary Sage) Extract, Tocopherol, Cupressus Sempervirens (Cypress) Leaf/Stem Extract, Chondrus Crispus, Plankton Extract, Fragrance*, Laminaria Digitata Extract, Glucose, Gluconolactone, Phenoxyethanol, Sodium Benzoate, Sodium Levulinate, Sodium Hyaluronate, Potassium Sorbate, Citric Acid, Citral, Citronellol, Geraniol, Limonene, Linalool. *100% Natural Fragrance.']",https://www.sephora.com/product/atlantic-kelp-magnesium-anti-fatigue-body-wash-P436089?icid2=products%20grid:p436089:product
REN Clean Skincare,Glycol Lactic Radiance Renewal Mask,['A cult-favorite peel mask with a potent active complex that renews and refines skin.  '],['- Dullness and uneven texture- Fine lines and wrinkles- Pores'],[],,https://www.sephora.com/product/glycol-lactic-radiance-renewal-mask-P203616?icid2=products%20grid:p203616:product
REN Clean Skincare,Rose O12 Moisture Defence Oil,"['A cocktail of 12 oils formulated to give dry and dehydrated skin a powerful shield to lock in moisture and restore baby soft', ' radiant skin.']",[],[],,https://www.sephora.com/product/rose-o12-moisture-defence-oil-P228404?icid2=products%20grid:p228404:product
Dr. Brandt Skincare,Power Dose Vitamin D,"[""A unique formulation that improves skin's barrier function similar to the effects of vitamin D for a more hydrated"", ' supple', ' and radiant skin.']",[],[],"['-Chicory Root Extract and Antiaging Peptide: Improve skin’s barrier function, radiance, and hydration; boost vitamin D.', '-Alfalfa Extract: Natural source of vitamin D; improves skin’s smoothness and bounce.', '-Green Tea, White Tea, and Grape Seed Extract (Dr. Brandt Signature Antioxidant Tri Blend): Protect against oxidative stress.', '', 'Water, Glycerin, Butylene Glycol, Cichorium Intybus (Chicory) Root Extract, Sodium Benzoate, Potassium Sorbate, Trehalose, Citric Acid, Medicago Sativa (Alfalfa) Extract, Propanediol, Sodium Pca, Urea, Leuconostoc/Radish Root Ferment Filtrate, Polyquaternium-51, Glutamylamidoethyl Imidazole, Sodium Hyaluronate, Polyglutamic Acid, Camellia Sinensis Leaf Extract, Vitis Vinifera (Grape) Seed Extract, Vitis Vinifera (Grape) Seed Oil, Phospholipids, Carbomer.']",https://www.sephora.com/product/power-dose-vitamin-d-P407430?icid2=products%20grid:p407430:product
REN Clean Skincare,ClearCalm 3 Replenishing Gel Cream,"['A soothing gel-cream moisturizer formulated to leave blemish prone skin replenished', ' comfortable', ' and calm while combating the appearance of breakouts.']",['- Oiliness- Blemishes- Uneven skin tone'],[],,https://www.sephora.com/product/clearcalm-3-replenishing-gel-cream-P265703?icid2=products%20grid:p265703:product
REN Clean Skincare,Blemishes Be Gone Set,"['A purifying', ' antibacterial cleanser and soothing gel-cream formula to combat acne', ' prevent future breakouts', ' and leave the skin comfortable and calm.']",['- Acne and blemishes- Pores- Uneven skin tone'],"[' The Clearcalm 3 Clarifying Clay Cleanser deeply cleanses and purifies to leave acne-prone skin clearer and calmer', ' without the use of harsh ingredients or aggressive detergents. French clay eliminates dead skin cells and absorbs excess oil while salicilin from willow bark extract gently exfoliates to unclog pores', ' minimizes the appearance of pore size', ' and provides antimicrobial and antibacterial properties. Banish blemish marks with the Clearcalm 3 Replenishing Gel Cream. Formulated with alpha-linoleic acid from lingonberry seed oil', ' it hydrates tight', ' uncomfortable skin and lightens hyper pigmented blemish scars. Actives sourced from Japanese licorice extract work together to reduce sebum production', ' redness', ' and irritation. Skin is calmed and soothed by an essential oils complex of chamomile', ' lavender', ' and sage.']","['-French Clay: Absorbs excess oil and purifies the skin.', '-Salicilin from Willow Bark: Provides a mild exfoliation and antibacterial properties.', '-Mayblossom: Tightens the look of enlarged pores.', '-Licorice Extract: Lightens breakouts and hyper pigmented scars. .', '', 'ClearCalm 3 Clarifying Clay Cleanser:', 'Water, Kaolin, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Sesamum Indicum (Sesame) Seed Oil, Cetearyl Glucoside, Glycerin, Benzyl Alcohol, Helianthus Annuus (Sunflower) Seed Oil, Salix Nigra (Willow) Bark Extract, Zinc Gluconate, Bisabolol, Oryzanol, Salvia Officinalis (Sage) Oil, Lavandula Angustifolia (Lavender) Oil, Linalool, Calendula Officinalis Flower Extract, Leptospermum Scoparium Oil, Tocopherol, Dehydroacetic Acid, Anthemis Nobilis (Chamomile) Flower Oil, Citral, Xanthan Gum, Lactic Acid, Citronellol, Farnesol, Limonene, Crataegus Oxyacantha Stem Extract, Glucose.', '', 'ClearCalm 3 Replenishing Gel Cream:', 'Water, Cetearyl Alcohol, Oleyl Alcohol, Glycerin, Butyrospermum Parkii (Shea) Butter, Glycine Soja (Soybean) Oil, Lauryl Laurate, Myristyl Myristate, Cetearyl Glucoside, Alcohol Denat., Oryzanol, Caprylic/Capric Triglyceride, Vaccinium Macrocarpon (Cranberry) Seed Oil, Vaccinium Vitis-Idaea (Lingonberry) Seed Oil, Carbomer, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Salvia Officinalis (Sage) Oil, Tocopherol, Lactic Acid, Anthemis Nobilis Flower Oil, Pueraria Lobata (Kudzu) Symbiosome Extract, Cassia Alata Leaf Extract, Phenoxyethanol, Sodium Hydroxymethylglycinate, Glycyrrhiza Glabra (Licorice) Root Extract, Laminaria Ochroleuca Extract, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Citronellol, Geraniol, Limonene, Linalool.']",https://www.sephora.com/product/blemishes-be-gone-set-P418223?icid2=products%20grid:p418223:product
Dr. Dennis Gross Skincare,Color Smart Cleanser & Mask,"['A specially-formulated cleanser and mask hybrid formulated with touch-activated citrus enzyme bead complex', ' which releases actives that assist with antiaging.']",[],[],"['-Three Forms of Vitamin C: Improve elasticity and assist with antioxidant protection, brightening, and firming the skin.', '-Papaya Fruit Extract: Gently exfoliates.', '-French Rose Clay: Absorbs impurities and purifies bacteria.', '-Glycolic Acid: Reduces visible signs of aging.', '', 'Glycerin, Water, Isopentyldiol, Myristic Acid, Sodium Methyl Cocoyl Taurate, Lauric Acid, Palmitic Acid, Stearic Acid, Titanium Dioxide (CI 77891), Polyglyceryl-10 Pentastearate, Ascorbyl Tetraisopalmitate, Sodium Ascorbyl Phosphate, Citric Acid, Citrus Aurantium Dulcis (Orange) Oil, Sodium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Carica Papaya (Papaya) Fruit Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Kaolin, Centella Asiatica Extract, Algae Extract, Dipotassium Glycyrrhizate, Papain, Glycolic Acid, Retinyl Palmitate, Iris Florentina Root Extract, Rosa Damascena Extract, Camellia Sinensis Leaf Extract, Magnesium Aluminum Silicate, Maltodextrin, Montmorillonite, Behenyl Alcohol, Sucrose, Hydroxypropyl Methylcellulose, Sodium Stearoyl Lactylate, Glycol Distearate, Lecithin, Ethylcellulose, Polymethyl Methacrylate, Potassium Hydroxide, Phenoxyethanol, Mica, Iron Oxide (CI 77491, CI 77492).']",https://www.sephora.com/product/color-smart-cleanser-mask-P392949?icid2=products%20grid:p392949:product
REN Clean Skincare,Evercalm™ Anti-Redness Serum,['A serum specifically formulated to provide relief from discomfort and chronic sensitivity and reduce visible redness and irritation.'],['- Redness- Irritation'],[],,https://www.sephora.com/product/evercalm-anti-redness-serum-P399736?icid2=products%20grid:p399736:product
VERSO SKINCARE,Lip Serum,[],[],"[' The Lip Serum is packed with retinol 8', ' a stabilized vitamin A complex that’s eight times more effective than standard retinol. It works to increase the skin´s natural production of collagen and reduce the appearance of minor dark spots', ' fine lines', ' and wrinkles around the lips. The complex contains hyaluronic acid and peptides to boost hydration with an irresistible plumping effect. Lips look and feel hydrated', ' even-toned', ' soft', ' supple', ' younger', ' and primed for lip color as the serum works to prevent lipstick from bleeding.']",[''],https://www.sephora.com/product/lip-serum-P414719?icid2=products%20grid:p414719:product
