Brand,Product Name,Ingredients,Image Link,URL Link
RE:P,Nutrinature Ultra Moist Gel Oil,"Water, Glycerine, Buthylene Glycol, Niacinamide, 1,2-Hexanediol, Polyglyceryl-3 Methylglucose Distearate, Glyceryl Stearate SE, Methyl Glucose Sesquistearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethylhexyl Ethylhexanoate, Argania Spinosa Kernel Oil, Simmondsia Chinensis (Jojoba) Butter, Hydrogenated Vegetable Oil, Theobroma Grandiflorum Seed Butter, Butyrospermum (Parkii Shea) Butter, Chamomilla Recutita (Matricaria) Extract, 1,2-Hexanediol, Artemisia Annua Extract, Calendula Officinalis Flower Extract, Symphytum Officinale Leaf Extract, Helichrysum Arenarium Extract, Azadirachta Indica Leaf Extract, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Melissa Officinalis Flower/Leaf/Stem Water, Anthemis Nobilis Flower Water, Calendula Officinalis Flower Water, Rosa Damascena Flower Water, Triticum Spelta Seed Water, Adenosine, Disodium EDTA, PEG-60 Hydrogenated Castor Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Phenoxyethanol, Ethylhexylglycerin, Saffloer Yellow, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/re-p-Ultra-Moist-Gel-Oil_1024x1024.jpg?v=1496137529,https://sokoglam.com/products/re-p-nutrinature-ultra-moist-gel-oil
COSRX,PHA Moisture Renewal Power Cream,"Cocos Nucifera (Coconut) Fruit Extract, Butylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Cetearyl Alcohol, Gluconolactone, Niacinamide, Betaine, Dimethicone, Cetearyl Olivate, Sorbitan Olivate, 1,2-Hexanediol, BeesWax, Elaeis Guineensis(Palm) oil, Elaeis Guineensis(Palm) Kernel Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethylhexylglycerin, Citric Acid, Xanthan Gum, Sodium Hyaluronate, Allantoin",https://cdn.shopify.com/s/files/1/0249/1218/products/COSRX-PHA-Moisture-Renewal-1_1024x1024.jpg?v=1496138403,https://sokoglam.com/products/cosrx-pha-moisture-renewal-power-cream
LEADERS,Lifting Recovery Mask,"Water, Methylpropanediol, Butylene Glycol, Glycerin, Hamamelis virginiana (witch-hazel), Chamomilla Recutita (Matricaria) Flower Extract, Dipropylene Glycol, 1,2-Hexanediol, Portulaca Oleracea Extract, Acer Saccharum (Sugar Maple) Extract, Lactobacillus/Leuconostoc/Cocos Nucifera (Coconut) Fruit Extract, Betaine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Xanthan Gum, Adenosine, Ganoderma Lucidum (Mushroom) Stem Extract, Inonotus Obliquus (Mushroom) Extract, Lentinus Edodes Extract, Phellinus Linteus Extract, Caprylyl Glycol, Ethylhexylglycerin, Fragrance, Polysorbate 60, Sorbitan Isostearate, Artemisia Capillaris Flower Extract, Ecklonia Cava Extract, Houttuynia Cordata Extract, Ledum Palustre Extract, Saururus Chinensis Extract, Achillea Millefolium Extract, Arnica Montana Flower Extract, Artemisia Absinthium Extract, Gentiana Lutea Root Extract, Pseudoalteromonas Ferment Extract, Hydrolyzed Wheat Protein, Hydrolyzed Soy Protein, Lecithin, Hexapeptide-10, Tripeptide-10 Citrulline, Tripeptide-1.",https://cdn.shopify.com/s/files/1/0249/1218/products/Leaders-Lifting-Recovery-Mask_1024x1024.jpg?v=1496138029,https://sokoglam.com/products/leaders-lifting-recovery-mask
ACWELL,Aqua Capsule Sun Control Gel SPF 35/PA++,"Water, Ethylhexyl Methoxycinnamate, Butylene Glycol, Glycerin, Ethylhexyl Salicylate, Behenyl Alcohol, Butyl Methoxydibenzoylmethane, Rehmannia Glutinosa Root Extract, Rehmannia Chinensis Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Ophiopogon Japonicus Root Extract, Phellodendron Amurense Bark Extract, Paeonia Albiflora Root Extract, Anemarrhena Asphodeloides Root Extract, Angelica Acutiloba Root Extract, Dicaprylyl Carbonate, pentyl Glycol Diheptanoate, Neo, Pentylene Glycol, Benzotriazolyl Dodecyl p-Cresol, Methyl Methacrylate Crosspolymer, Hydroxyacetophenone, Tromethamine, Dehydroxanthan Gum, Caprylyl Glycol, Gellan Gum, Glyceryl Caprylate, Ethylhexylglycerin, Carbomer, Disodium EDTA, Fragrance(Parfum)",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC09340_1024x1024.jpg?v=1507227560,https://sokoglam.com/products/acwell-aqua-capsule-sun-control-gel
BENTON,Fermentation Essence,"Galactomyces Ferment Filtrate, Aqua (Water), Butylene Glycol, Pentylene Glycol, Glycerin, 1,2-Hexanediol, Bifida Ferment Lysate, Ceramide NP, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, Betaine, Panthenol, Allantoin, Sodium Hyaluronate, sh-Oligopeptide-1, Zanthoxylum, Piperitum Fruit Extract, Pulsatilla Koreana Extract Usnea Barbata (Lichen) Extract, Adenosine, Arginine, Xanthan Gum, Hydrogenated Lecithin, Polysorbate 20, Lecithin",https://cdn.shopify.com/s/files/1/0249/1218/products/benton-fermentation-essence_d32e3f65-52f8-4457-a13f-0b3504f17ec9_1024x1024.jpg?v=1520883460,https://sokoglam.com/products/benton-fermentation-essence
DR ORACLE,A-Thera Toner,"Bambusa Vulgaris Extract, Water, Dipropylene Glycol, Glycerin, Bis-Peg-18 Methyl Ether Dimethyl Silane, Pentylene Glycol, Lepidium Meyenii Root Extract, Peg-40 Hydrogenated Castor Oil, Salvia Hispanica Seed Extract, Centella Asiatica Extract, Houttuynia Cordata Extract, Sodium Citrate, Trehalose, Propanediol, Ethylhexylglycerin, Phenoxyethanol, Citric Acid, Disodium EDTA, Fragrance, 1,2-Hexanediol, Vitis Vinifera(Grape) Seed Oil, Butylene Glycol, Camellia Sinensis Leaf Extract, Maltodextrin, Salvia Officinalis (Sage) Extract",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC04032_1024x1024.jpg?v=1516221327,https://sokoglam.com/products/dr-oracle-a-thera-toner
NEOGEN,Real Cica Micellar Cleansing Oil,"Isopropyl Palmitate, Caprylic/Capric Triglyceride, PEG-20 Glyceryl Triisostearate, Glycine Soja (Soybean) Oil, Ethylhexylglycerin, Olea Europaea (Olive) Fruit Oil, Water, Ceramide NP, Allantoin, Panthenol, Centella Asiatica Extract, Butylene Glycol, Asiaticoside, Madecassic Acid, Asiatic Acid, 1,2-Hexanediol, Hyaluronic Acid, Madecassoside, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil.",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02591_1024x1024.jpg?v=1525960353,https://sokoglam.com/products/neogen-real-cica-micellar-cleansing-oil
A'PIEU,A'PIEU Strawberry Milk Sheet Mask 4 Pack,"Water, Butylene Glycol, Glycerin, Mineral Oil, PEG-40 Stearate, Cetearyl Alcohol, Stearic Acid, Sorbitan Sesquioleate, Fragaria Chiloensis (Strawberry) Fruit Extract, Milk Extract, Pearl Extract, Lactobacillus/Soybean Ferment Extract, Saccharomyces/Imperata Cylindrica Root Ferment Extract, Saccharomyces/Viscum Album (Mistletoe) Ferment Extract, Nelumbo Nucifera Callus Culture Extract, 1,2-Hexanediol, Sodium Hyaluronate, Ethylhexylglycerin, Caprylyl Glycol, Illicium Verum (Anise) Fruit Extract, Carbomer, Triethanolamine, Phenoxyethanol, Disodium EDTA, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/apieu-strawberry-milk-one-pack_323ad71d-cd1d-4987-a388-bb67e339ba1a_1024x1024.jpg?v=1512513864,https://sokoglam.com/products/apieu-strawberry-milk-sheet-mask-4-pack
BOTANIC FARM,Salmon Egg Hydrogel Eye Patch,"Water, Glycerin, Butylene Glycol, Arbutin, Chondrus Crispus (Carrageenan), Ceratonia Siliqua Gum, Cyamoposis Tetragonoloba (Guar) Gum, Agar, Potassium Chloride, Glucose, Xantham Gum, PEG-60 Hydrogenated Castor Oil, Pheoxyethanol, Methylparaben, Salmon Egg Extract, Caulerpa Lentillifera Extract, Codium Fragile Extract, Dipropylene Glycol, Adenosine, Disodium EDTA, Propylparaben, Tocopheryl Acetate, Panthenol, Calcium Lactate, Fragrance, Ricinus Communis (Castor) Seed Oil, Yellow Oxide of Iron, Snail Secretion Filtrate, Carbomer, Triethanolamine, Allantoin, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Aloe Barbadensis Leaf Juice Powder, Niacinamide, Colloidal Gold",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02615_1024x1024.jpg?v=1526329302,https://sokoglam.com/products/botanic-farms-salmon-egg-hydrogel-eye-patch
NEOGEN,Agecure 3D Lifting Wrinkle Neck Mask,"Water, Dipropylene Glycol, Cetyl Ethylhexanoate, Glycerin, Niacinamide, Acetyl Hexapeptide-8, Pentapeptide-18, Madecassoside, Galactomyces Ferment Filtrate, Hydrolyzed Collagen, Tocopheryl Acetate, Sodium Cocoyl Alaninate, Palmitoyl Isoleucine, Sodium Hyaluronate, Beta-Glucan, Proline, Alanine, Serine, Pseudoalteromonas Ferment Extract, Betaine, Panthenol, Sodium Hydroxide, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Butylene Glycol, Ethylhexyl Cocoate, Citric Acid, Propanediol, Xanthan Gum, 1,2-Hexanediol, Dimethylmethoxy Chromanyl Palmitate, Adenosine, Caprylyl Glycol, Ethylhexylglycerin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Phosphate, Phenoxyethanol, Dimethicone, Cyclopentasiloxane, Glyceryl Stearate, Palmitic Acid, Dimethiconol, PEG-100 Stearate, Polysorbate 60, Disodium EDTA",https://cdn.shopify.com/s/files/1/0249/1218/products/Neogen-3d-lifting-wrinkle-neck-mask-3_1024x1024.jpg?v=1499261741,https://sokoglam.com/products/neogen-agecure-3d-lifing-wrinkle-neck-mask
ENATURE,Birch Juice Hydro Essence Skin,"Betula platyphylla japonica juice, Caprylic/capric triglyceride, Cyclopentasiloxane, Butylene glycol, Glycereth-26, Glycerin, PEG/PPG-18/4 copolymer, Hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, Polysorbate 60, Sorbitan oleate, Betaine, Ethyl hexanediol, Dimethicone/vinyl dimethicone crosspolymer, Glyceryl caprylate, Trehalose, Fragrance, Xanthan gum, Disodium EDTA, Carthamus tinctorius (safflower) oleosomes, Chamomilla recutita (matricaria) flower extract, Plantago ovata seed extract, Tocopheryl acetate, Hydrogenated lecithin, Polyglyceryl-10 stearate, Panthenol, Sodium ascorbyl phosphate, Glyceryl arachidonate, Glyceryl linolenate, Biotin, Folic acid, Pyridoxine, Cyanocobalamin.",https://cdn.shopify.com/s/files/1/0249/1218/products/E-Nature-Birch-Juice-Hydro-Essence-Skin_1024x1024.jpg?v=1496138389,https://sokoglam.com/products/enature-birch-juice-hydro-essence-skin
ELENSILIA,CPP French Propolis 82% Resistem Ampoule,"Propolis Extract(82%), Water(Aqua), Glycerin, Butylene Glycol, Glycereth-26, Niacinamide, Glycosaminoglycans, Globularia Cordifolia Callus Culture Extract, Allantoin, PEG-40 Hydrogenated Castor Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Caprylyl Glycol, Sodium Polyacrylate, Hydroxyethylcellulose, Adenosine, Caprylhydroxamic Acid, Caramel, Disodium EDTA, Glyceryl Acrylate/Acrylic Acid Copolymer, Propylene Glycol, Fragaria Chiloensis (Strawberry) Fruit Extract, Juniperus Communis Fruit Extract, Rubus Fruticosus (Blackberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Vaccinium Myrtillus Fruit Extract, Vaccinium Vitis-Idaea Fruit Extract, Glycine, Serine, Glutamic Acid, Aspartic Acid, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine, Cysteine, Methionine, Chlorphenesin, Gold",https://cdn.shopify.com/s/files/1/0249/1218/products/Elensilia_PDP_8_1024x1024.png?v=1537797555,https://sokoglam.com/products/elensilia-cpp-french-propolis-82-resistem-ampoule
MISSHA,Super Aqua Cell Renew Snail Skin Treatment,"Water, Snail Slime Extract, Glycereth-26, Sodium Hyaluronate, Ethanol, Butylene Glycol, Niacinamide, Baobab Tree Extract, Betaine, Deep Sea Water, Portulaca Oleracea Extract, Adenosine, Centella Asiatica Meristem Cell Culture, Caprylyl Glycol, Chlorphenesin, PEG-40 Hydrogenated Castor Oil, PPG-26-Buteth-26, Ethylhexyl Glycerin, PEG-11 Methyl Ether Dimethicone, Acrylate/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Disodium EDTA, Hydroxypropyl Cyclodextrin, Glycerin, Xanthan Gum, Perfume",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC00521_1024x1024.jpg?v=1508966980,https://sokoglam.com/products/missha-super-aqua-cell-renew-snail-skin-treatment
TONY MOLY,My Sunny Watery Essence SPF 50/PA+++,"Water, Ethylhexyl Methoxycinnamate, Homosalate, Butylene Glycol, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Octocrylene, Polymethyl Methacrylate, 1,2-Hexanediol, Cyclopentasiloxane, Propanediol, Phenoxyethanol, Octyldodecanol, Saccharide Hydrolysate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Fragrance, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Carbomer, Tromethamine, Polyacrylate Crosspolymer-6, Echium Plantagineum Seed Oil, Isohexadecane, Portulaca Oleracea Extract, Curcuma Longa (Turmeric) Root Extract, Centella Asiatica Extract, Salvia Hispanica Seed Extract, Sodium Hyaluronate, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Ethylhexylgylcerin, t-Butyl Alcohol, Soluble Collagen, Xanthan Gum, Glycyrrhiza Glabra (Licorice) Root Extract, Aloe Barbadensis Leaf Juice, Paeonia Lactiflora Root Extract, Cnidium Officinale Root Extract, Pueraria Thunbergiana Root Extract, Tocopherol, Silica, Hydrolyzed Hyaluronic Acid, Glyceryl Caprylate, Niacinamide, Sodium Starch Octenylsuccinate, Calcium Pantothenate, Maltodextrin, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Pyridoxine HCL, Nymphaea Alba Flower Extract",https://cdn.shopify.com/s/files/1/0249/1218/products/tony-moly-my-sunny-watery-sun-essence_1024x1024.jpg?v=1500996790,https://sokoglam.com/products/tony-moly-my-sunny-watery-essence-spf-50-pa
NEOGEN,Super Hydra Aqua Capsule Mask (5 Pack),"Ampoule: Water, Dipropylene Glycol, Glycerin, Hyaluronic Acid(100PPM), Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Lens Esculenta (Lentil) Fruit Extract, Ceratonia Siliqua (Carob) Fruit Extract, Tillandsia Usneoides Extract, Beta-Glucan, Biosaccharide Gum-1, Trehalose, Allantoin, Betaine, Arginine, Gardenia Florida Fruit Extract, Butylene Glycol, 1,2-Hexanediol, Ethylhexyglycerin, Xanthan Gum, Glyceryl Acrylate/Acrylic Acid Copolymer, Carbomer, PVM/MA Copolymer, Propanediol, Phenoxyethanol, PEG-60 Hydrogenated Castor Oil, Disodium Edta

Mask: Water, Dipropylene Glycol, lycerin, Betaine, Glycereth-26, PEG/PPG-17/6 Copolymer, Tricholoma Matsutake Extract, Corthellus Shitake (Mushroom) Extract, Inonotus Obliquus (Mushroom) Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Olea Europaea (Olive) Fruit Oil, Camellia Sinensis Leaf Extract, Phellinus Linteus Extract, Ceramide NP(Ceramide 3), Cholesterol, Phytosphingosine, Persea Gratissima (Avocado) Oil, Adansonia Digitata Seed Oil, Beta-Glucan, Macadamia Integrifolia Seed Oil, Elaeis Guineensis (Palm) Oil, Arginine, Gardenia Florida Fruit Extract, Xanthan Gum, Ethylhexylglycerin, 1,2-Hexanediol, Butylene Glycol, Propanediol, Stearic Acid, Carbomer, Glyceryl Acrylate/Acrylic Acid Copolymer, PEG-60 Hydrogenated Castor Oil, Phenoxyethanol, Disodium Edta, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/Neogen-Super-Hydra-Aqua-Capsule-Mask_a4117a15-af2d-4b41-9267-7e19d690fc5f_1024x1024.jpg?v=1506720491,https://sokoglam.com/products/neogen-super-hydra-aqua-capsule-mask-5-pack
MISSHA,Super Aqua Cell Renew Snail Ampoule,"Snail Secretion Filtrate, Glycerin, Butylene Glycol, Water, Niacinamide, Cyclopentasiloxane, Dipropylene Glycol, 1,2-Hexanediol, Phenyl Trimethicone, Alcohol, Dimethicone, Chondrus Crispus Extract, Polysilicone-11, Cyclohexasiloxane, Phenoxyethanol, PEG-60 Hydrogenated Castor Oil, Saccharum Officinarum (Sugarcane) Extract, Dimethiconol, PEG-11 Methyl Ether Dimethicone, Carbomer, Hydrogenated Lecithin, Fragrance(Parfum), Sodium Polyacrylate, Tromethamine, Adenosine, Glyceryl Citrate/Lactate/Linoleate/Oleate, Hexanediol, Disodium EDTA, Adansonia Digitata Fruit Extract, Ethylhexylglycerin, sh-Decapeptide-7, sh-Octapeptide-4, rh-Oligopeptide-1, rh-Oligopeptide-2, rh-Polypeptide-1, rh-Polypeptide-22, rh-Polypeptide-3",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01472_1024x1024.jpg?v=1524683918,https://sokoglam.com/products/missha-super-aqua-cell-renew-snail-ampoule
ENATURE,Birch Juice Hydro Cream Sheet Mask,"Water, Methylpropanediol, Glycerin, Dipropylene Glycol, Cetyl Ethylhexanoate, Betula Platyphylla Japonica Juice, 1,2-Hexanediol, Plantago Ovata Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Butylene Glycol, Salix Alba (Willow) Bark Extract, Origanum Vulgare Leaf Extract, Chamaecyparis Obtusa Leaf Extract, Lactobacillus/Soybean Ferment Extract, Cinnamomum Cassia Bark Extract, Scutellaria Baicalensis Root Extract, Portulaca Oleracea Extract, Polysorbate 60, Cetearyl Alcohol, Glyceryl Stearate, Betaine, Sorbitan Sesquioleate, Arginine, Carbomer, Xanthan Gum, Dipotassium Glycyrrhizate, Allantoin, Disodium EDTA, Hydroxyacetophenone, Chlorphenesin, Natural Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/E-Nature-Birch-Juice-Hydro-Cream-Sheet-Mask_1024x1024.jpg?v=1517438865,https://sokoglam.com/products/enature-birch-juice-hydro-cream-sheet-mask
TONY MOLY,BCDation Multi Use Sun Oil SPF 50+/PA++++,Caprylic/Capric Triglyceride Octyldodecyl Myristate Ethylhexyl Methoxycinnamate Dimethicone Homosalate Ethylhexyl Salicylate Phenyl Trimethicone Diethylamino Hydroxybenzoyl Hexyl Benzoate Methyl Trimethicone Glyceryl Caprylate Fragrance Caprylyl Glycol Rosa Centifolia Flower Oil Calendula Officinalis Flower Oil Cocos Nucifera (Coconut) Oil Rubus Idaeus (Raspberry) Seed Oil Polyglyceryl-2 Triisostearate Water Methylpropanediol Propanediol Polyglyceryl-4 Caprate Water Polyglyceryl-2 Dipolyhydroxystearate,https://cdn.shopify.com/s/files/1/0249/1218/products/Tony-moly-multi-use-sun-oil_1024x1024.jpg?v=1500996534,https://sokoglam.com/products/tony-moly-bcdation-multi-use-sun-oil-spf-50-pa
RE:P,Nutrinature All-In-One Multitem,"Water, Glycerine, Buthylene Glycol, Niacinamide, Cyclopentasiloxane, Cyclohexasiloxane, Polyglyceryl-3 Methylglucose Distearate, Glyceryl Stearate SE, Methyl Glucose Sesquistearate, Ethylhexyl Ethylhexanoate, 1,2-Hexanediol, Cyclopentasiloxane, Dimethiconol, Hydroxyethylcellulose, Rosa Canina Fruit Oil, Olea Europaea (Olive) Fruit Oil, Nelumbo Nucifera Seed Extract, 1,2-Hexanedio, Persea Gratissima (AVOCADO) Fruit Extract, Phenoxyethanol, Ethylhexylglycerin, Artemisia Annua Extract, Calendula Officinalis Flower Extract, Symphytum Officinale Leaf Extract, Helichrysum Arenarium Extract, Azadirachta Indica Leaf Extract, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Melissa Officinalis Flower/Leaf/Stem Water, Anthemis Nobilis Flower Water, Calendula Officinalis Flower Water, Rosa Damascena Flower Water, Triticum Spelta Seed Water, Adenosine, Disodium EDTA, Carbomer, Tromethamine, Phenoxyethanol, Ethylhexylglycerin, Gardenia Red, Safflower Yellow, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/re-p-All-in-One-Multitem-1_1024x1024.jpg?v=1496137535,https://sokoglam.com/products/re-p-nutrinature-all-in-one-multi-item
D'ALBA PIEDMONT,Peptide No-Sebum Mild Gel Cleanser,"Water, Glycerin, Disodium Cocoamphodiacetate, Coco-glucoside, Lauryl Glucoside, Sodium Chloride, TEA-Cocoyl Glutamate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hexylene Glycol, Citric Acid, Chlorphenesin, Lavandula Angustifolia (Lavender) Oil, Ethylhexylglycerin, Butylene Glycol, Xanthan Gum, Betaine Salicylate, Carica Papaya (Papaya) Fruit Extract, Salix Alba (Willow) Bark Extract, Tuber Magnatum Extract, Saccharide Isomerate, 1,2-Hexanediol, Caprylyl Glycol, Chamomilla Recutita (Matricaria) Flower Extract, Hibiscus Sabdariffa Flower Extract, Lavandula Angustifolia (Lavender) Flower Extract, Melissa Officinalis Leaf Extract, Mentha Piperita (Peppermint) Leaf Extract, Mentha Rotundifolia Leaf Extract, Monarda Didyma Leaf Extract, Ocimum Basilicum (Basil) Flower/Leaf/Stem Extract, Rosa Centifolia Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Acetyl Hexapeptide-8, Sodium Citrate",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC09892_1024x1024.jpg?v=1522960207,https://sokoglam.com/products/dalba-piedmont-peptide-no-sebum-mild-gel-cleanser
A'PIEU,A'PIEU Green Tea Milk Sheet Mask 4 Pack,"Water, Butylene Glycol, Glycerin, Mineral Oil, PEG-40 Stearate, Cetearyl Alcohol, Stearic Acid, Sorbitan Sesquioleate, Camellia Sinensis Leaf Extract, Milk Extract, Hamamelis Virginiana (Witch Hazel) Extract, Lactobacillus/Soybean Ferment Extract, Saccharomyces/Imperata Cylindrica Root Ferment Extract, Saccharomyces/Viscum Album (Mistletoe) Ferment Extract, Nelumbo Nucifera Callus Culture Extract, 1,2-Hexanediol, Sodium Hyaluronate, Ethylhexylglycerin, Caprylyl Glycol, Illicium Verum (Anise) Fruit Extract, Carbomer, Triethanolamine, Phenoxyethanol, Disodium EDTA, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/apieu-green-tea-milk-one-pack_2a888ef2-a818-417b-b543-18a549c2f027_1024x1024.jpg?v=1512513448,https://sokoglam.com/products/apieu-green-tea-milk-sheet-mask-4-pack
SOKO GLAM,My Skin Mentor Dr. G Discovery Set,,https://cdn.shopify.com/s/files/1/0249/1218/products/My_Skin_Mentor_Dr._G_Discovery_Set_1024x1024.jpg?v=1542320296,https://sokoglam.com/products/my-skin-mentor-dr-g-discovery-set
SOKO GLAM,5-Step Combination Skin Set,,https://cdn.shopify.com/s/files/1/0249/1218/products/5-Step-Combo_1024x1024.jpg?v=1548173746,https://sokoglam.com/products/5-step-combination-skin-set
MISSHA,MISA Geum Sul First Essence Booster,"Saccharomyces/Panax Ginseng Root Ferment Filtrate, Butylene Glycol, Water, Glycerin, Alcohol Denat., Panax Ginseng Root Extract, Propanediol, Niacinamide, Betaine, Panax Ginseng Root Water, Arginine, PEG/PPG-17/6 Copolymer, PEG-60 Hydrogenated Castor Oil, Carbomer, Glycereth-26, Phenoxyethanol, Dimethicone, Chlorphenesin, Ethylhexylglycerin, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG-2M, Caprylyl Glycol, Alcohol, Glyceryl Polyacrylate, Hydrogenated Lecithin, Bacillus/Apricot Seed/Artemisia Annua Extract/Phaseolus Angularis Seed/Soybean Seed/Wheat Bran/Xanthium Strumarium Fruit Extract Ferment Extract, Sucrose Distearate, Benzophenone-5, Cellulose Gum, Adenosine, Disodium EDTA, Fragrance, Theobroma Cacao (Cocoa) Seed Extract, Hydrolyzed Hyaluronic Acid, Zingiber Officinale (Ginger) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Polyglutamic Acid, Sodium Hyaluronate, Foeniculum Vulgare (Fennel) Fruit Extract, Zizyphus Jujuba Fruit Extract, Eugenia Caryophyllus (Clove) Flower Extract, Gold, Ganoderma Lucidum (Mushroom) Extract, Velvet Extract, Poria Cocos Extract, Mineral Salts, Cnidium Officinale Root Extract, Cinnamomum Camphora (Camphor) Leaf Extract, Atractyloides Lancea Root Extract, Saposhnikovia Divaricata Root Extract, Pueraria Thunbergiana Root Extract, Curcuma Longa (Turmeric) Root Extract, Astragalus Membranaceus Root Extract, Angelica Dahurica Root Extract, Prunus Mume Fruit Extract, Actaea Heracleifolia Root Extract, Paeonia Albiflora Root Extract, Triticum Vulgare (Wheat) Flour Extract, Sesamum Indicum (Sesame) Seed Oil, Honey Extract, Acanthopanax Sessiliflorum Bark Extract, Scutellaria Baicalensis Root Extract, Coix Lacryma-Jobi Ma-yuen Seed Extract, Ardisia Crispa Extract, Ophiopogon Japonicus Root Extract, Houttuynia Cordata Extract, Ginkgo Biloba Leaf Extract, Panax Ginseng Callus Culture Extract, Rehmannia Glutinosa Root Extract, Cinnamomum Cassia Bark Extract, Prunus Mume Flower Extract, Angelica Gigas Root Extract, Atractyloides Japonica Rhizome Extract, Paeonia Lactiflora Root Extract, Oenothera Biennis (Evening Primrose) Seed Extract, Inulin Lauryl Carbamate, Cyclopentasiloxane, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC00541_1024x1024.jpg?v=1508966665,https://sokoglam.com/products/missha-misa-geum-sul-first-essence-booster
ENATURE,Callus Phyto-regen Eye Serum,"Water, glycerin, glyceryl polymethacrylate, dipropylene glycol, peg/ppg/polybutylene glycol-8/5/3 glycerin, cyclopentasiloxane, cyclomethicone, dimethicone, niacinamide, propylene glycol, peg-11 methyl ether dimethicone, silica, ethyl hexanediol, acrylates/c10-30 alkyl acrylate crosspolymer, tromethamine, glyceryl caprylate, polyacrylate-13, betula platyphylla japonica juice, fragrance, sodium hyaluronate, polyisobutene, adenosine, sodium polyacrylate, disodium edta, polysorbate 20, adenium obesum leaf cell extract, leontopodium alpinum callus culture extract, perilla frutescens leaf extract, rhododendron chrysanthum leaf extract, carthamus tinctorius (safflower) oleosomes, tocopheryl acetate, hydrogenated lecithin, polyglyceryl-10 stearate, panthenol, sodium ascorbyl phosphate, glyceryl arachidonate, glyceryl linolenate, biotin, folic acid, pyridoxine, cyanocobalamin",https://cdn.shopify.com/s/files/1/0249/1218/products/E-Nature-Callus-Phyto-Regen-Eye-Serum_1024x1024.jpg?v=1496136933,https://sokoglam.com/products/enature-birch-juice-hydro-eye-serum
